time,key,event
1717944231.165955,'h',p
1717944231.2373047,'h',r
1717944231.3383026,'w',p
1717944231.4478512,'w',r
1717944231.5739136,'l',p
1717944231.64966,'l',r
1717944231.7294757,'l',p
1717944231.8139708,'l',r
1717944231.9264355,'o',p
1717944232.012589,'o',r
1717944232.251275,Key.space,p
1717944232.3316317,Key.space,r
1717944232.9860315,'w',p
1717944233.0939374,'w',r
1717944233.1723983,'o',p
1717944233.2765906,'o',r
1717944233.4028392,'r',p
1717944233.5085187,'r',r
1717944233.6339169,'l',p
1717944233.7878277,'l',r
1717944234.075358,'d',p
1717944234.1740007,'d',r
1717944234.7374902,Key.space,p
1717944234.8398635,Key.space,r
1717944235.0129185,'t',p
1717944235.0879688,'t',r
1717944235.1834314,'h',p
1717944235.271839,'h',r
1717944235.4282293,'i',p
1717944235.5041592,'i',r
1717944235.6156392,'s',p
1717944235.704346,'s',r
1717944235.7581143,Key.space,p
1717944235.852813,Key.space,r
1717944236.0129068,'i',p
1717944236.0858006,'i',r
1717944236.27573,'s',p
1717944236.3363874,'s',r
1717944236.399856,Key.space,p
1717944236.48363,Key.space,r
1717944236.8703973,'m',p
1717944236.9494069,'m',r
1717944237.0922208,'y',p
1717944237.1662886,'y',r
1717944237.3253708,Key.space,p
1717944237.4145694,Key.space,r
1717944237.9458463,'t',p
1717944238.0295885,'t',r
1717944238.0756521,'e',p
1717944238.1662765,'e',r
1717944238.3023715,'s',p
1717944238.4112458,'s',r
1717944238.4741173,'t',p
1717944238.5622702,'t',r
1717944238.6882038,Key.space,p
1717944238.7776954,Key.space,r
1717944239.0761118,'a',p
1717944239.2081263,'a',r
1717944239.223713,'n',p
1717944239.3259594,'n',r
1717944239.3259594,'a',p
1717944239.4404364,'a',r
1717944240.0216866,'i',p
1717944240.1077552,'i',r
1717944240.9832304,'t',p
1717944241.0563838,'t',r
1717944241.0726302,'i',p
1717944241.1543162,'i',r
1717944241.51824,'c',p
1717944241.6199603,'c',r
1717944241.7302547,'s',p
1717944241.8672535,'s',r
