time,key,event
1717924769.79091,'u',p
1717924769.82984,'s',p
1717924769.891264,'u',r
1717924769.923809,'s',r
1717924770.0645046,'e',p
1717924770.1573424,'e',r
1717924770.2512326,'r',p
1717924770.3710487,'r',r
1717924773.0784664,Key.space,p
1717924773.1559622,Key.space,r
1717924773.323265,'t',p
1717924773.393988,'t',r
1717924773.4791296,'h',p
1717924773.563759,'h',r
1717924773.6728456,'e',p
1717924773.7635815,'e',r
1717924773.8430076,Key.space,p
1717924773.9137545,Key.space,r
1717924774.070401,'w',p
1717924774.1464417,'w',r
1717924774.3988388,'u',p
1717924774.4936562,'i',p
1717924774.5452652,'u',r
1717924774.6232014,'i',r
1717924774.6702292,'c',p
1717924774.792859,'c',r
1717924774.8709803,'k',p
1717924774.9764855,'k',r
1717924775.2258003,Key.space,p
1717924775.293409,Key.space,r
