time,key,event
1717951959.7030275,Key.shift,p
1717951959.9986024,'T',p
1717951960.0712898,'T',r
1717951960.1811824,Key.shift,r
1717951960.9051256,'h',p
1717951960.9845784,'h',r
1717951961.143387,'i',p
1717951961.21515,'i',r
1717951961.2940917,'s',p
1717951961.381256,'s',r
1717951961.4133441,Key.space,p
1717951961.4991348,Key.space,r
1717951961.9857242,'i',p
1717951962.0478604,'i',r
1717951962.14162,'s',p
1717951962.2313135,'s',r
1717951962.2781298,Key.space,p
1717951962.3634205,Key.space,r
1717951962.5433562,'t',p
1717951962.6126447,'t',r
1717951962.7083886,'h',p
1717951962.7942607,'h',r
1717951962.872747,'e',p
1717951962.9776397,'e',r
1717951963.0404625,Key.space,p
1717951963.1282253,Key.space,r
1717951963.2865438,'b',p
1717951963.361308,'b',r
1717951963.4564106,'e',p
1717951963.5599186,'e',r
1717951963.6869915,'s',p
1717951963.8076937,'s',r
1717951963.8709261,'t',p
1717951963.941666,'t',r
1717951964.0898478,Key.space,p
1717951964.154539,Key.space,r
1717951964.5912795,'c',p
1717951964.7060199,'c',r
1717951964.721727,'i',p
1717951964.7751813,'i',r
1717951964.934254,'r',p
1717951965.0384102,'r',r
1717951965.2922578,'y',p
1717951965.35169,'y',r
1717951966.5308645,Key.space,p
1717951966.6026154,Key.space,r
1717951966.730381,'i',p
1717951966.8017216,'i',r
1717951966.896284,'n',p
1717951966.9833715,'n',r
1717951967.124509,Key.space,p
1717951967.2170775,Key.space,r
1717951967.3429348,'t',p
1717951967.4169261,'t',r
1717951967.5118341,'h',p
1717951967.6143434,'h',r
1717951967.6789148,'e',p
1717951967.7472625,'e',r
1717951967.8417912,Key.space,p
1717951967.8820734,Key.space,r
1717951968.3887348,'w',p
1717951968.4769347,'w',r
1717951968.5887592,'o',p
1717951968.6635172,'o',r
1717951968.7794404,'r',p
1717951968.8617542,'r',r
1717951969.0361466,'d',p
1717951969.094068,'d',r
1717951969.2039294,'l',p
1717951969.279393,'l',r
1717951969.4361744,Key.space,p
1717951969.5265326,Key.space,r
