time,key,event
1717924519.1065695,Key.shift,p
1717924519.2381306,'T',p
1717924519.309686,'T',r
1717924519.3409402,Key.shift,r
1717924519.4372296,'h',p
1717924519.5082996,'h',r
1717924519.888459,'e',p
1717924519.9416854,'e',r
1717924520.0368764,Key.space,p
1717924520.090416,Key.space,r
1717924520.6105933,'q',p
1717924520.7183805,'q',r
1717924520.7341177,'u',p
1717924520.83729,'i',p
1717924520.9036436,'u',r
1717924520.9676101,'i',r
1717924521.0622904,'c',p
1717924521.1528542,'c',r
1717924521.2489917,'k',p
1717924521.3359926,'k',r
1717924521.570466,Key.space,p
1717924521.6516783,Key.space,r
1717924522.4074445,'b',p
1717924522.466926,'b',r
1717924522.6715693,'r',p
1717924522.7493312,'r',r
1717924522.889796,'o',p
1717924522.9504843,'o',r
1717924523.172435,'w',p
1717924523.2788131,'w',r
1717924523.3730843,'n',p
1717924523.4643588,'n',r
1717924523.5593364,Key.space,p
1717924523.6314588,Key.space,r
1717924524.7432456,'f',p
1717924524.8582067,'f',r
1717924524.874323,'o',p
1717924524.9269516,'o',r
1717924525.0526428,'x',p
1717924525.1569636,'x',r
1717924525.2041695,Key.space,p
1717924525.274681,Key.space,r
1717924525.6536286,'j',p
1717924525.726276,'j',r
1717924525.8679526,'u',p
1717924525.9272962,'u',r
1717924526.0702472,'m',p
1717924526.1714194,'m',r
1717924526.5017765,'p',p
1717924526.5902154,'p',r
1717924526.5902154,'s',p
1717924526.704116,'s',r
1717924526.9562762,Key.space,p
1717924527.022918,Key.space,r
1717924527.3537002,'o',p
1717924527.421586,'o',r
1717924527.5783484,'v',p
1717924527.6524239,'v',r
1717924527.6993055,'e',p
1717924527.8009868,'e',r
1717924527.8943748,'r',p
1717924527.968804,'r',r
1717924529.208811,Key.space,p
1717924529.2818549,Key.space,r
1717924529.6277952,'t',p
1717924529.6987886,'t',r
1717924529.7770169,'h',p
1717924529.861746,'h',r
1717924529.925434,'e',p
1717924530.0134597,'e',r
1717924530.0759413,Key.space,p
1717924530.1461837,Key.space,r
1717924530.3362877,'l',p
1717924530.3967164,'l',r
1717924530.4758613,'a',p
1717924530.5936007,'a',r
1717924531.157404,'z',p
1717924531.2594512,'z',r
1717924531.2594512,'y',p
1717924531.3271792,'y',r
1717924531.4859865,Key.space,p
1717924531.5732794,Key.space,r
1717924532.1707969,'d',p
1717924532.288078,'d',r
1717924532.5074952,'o',p
1717924532.6063726,'o',r
1717924532.6225858,'g',p
1717924532.7203918,'g',r
1717924534.8331594,'.',p
1717924534.884387,'.',r
1717924537.1120024,Key.esc,p
1717924537.1130028,Key.esc,r
