time,key,event
1717352731.1502192,Key.ctrl_l,p
1717352731.3572254,'\x03',p
1717352731.514415,Key.ctrl_l,r
1717352731.5282867,'c',r
1717352732.4132802,Key.ctrl_l,p
1717352732.6476543,'\x16',p
1717352732.7766736,Key.ctrl_l,r
1717352732.7766736,'v',r
1717352735.807475,Key.esc,p
1717352735.814971,Key.esc,r
