time,key,event
1717938598.9382854,Key.shift,p
1717938599.1065629,'H',p
1717938599.1470213,Key.shift,r
1717938599.1956322,'h',r
1717938600.243114,'e',p
1717938600.3589823,'e',r
1717938600.7747703,'k',p
1717938600.8419197,'k',r
1717938600.9056084,'k',p
1717938600.9917264,'k',r
1717938601.1491363,'o',p
1717938601.2099154,'o',r
1717938601.4609382,Key.space,p
1717938601.540171,Key.space,r
1717938601.7291226,'w',p
1717938601.8124201,'w',r
1717938601.933276,'o',p
1717938602.0133293,'o',r
1717938602.1337306,'r',p
1717938602.2376106,'r',r
1717938602.3496566,'d',p
1717938602.4385157,'d',r
1717938604.0652626,Key.space,p
1717938604.1499152,Key.space,r
1717938604.2600682,'m',p
1717938604.3647757,'m',r
1717938604.5381699,'y',p
1717938604.5977454,'y',r
1717938604.7400064,Key.space,p
1717938604.8231232,Key.space,r
1717938605.4271834,'n',p
1717938605.5126836,'n',r
1717938605.5756586,'a',p
1717938605.6458685,'a',r
1717938605.6771276,'m',p
1717938605.7617939,'m',r
1717938605.8729959,'e',p
1717938605.9450793,'e',r
1717938606.0075145,Key.space,p
1717938606.0777256,Key.space,r
1717938606.2281234,'i',p
1717938606.2943654,'i',r
1717938606.3894885,'s',p
1717938606.4609022,'s',r
1717938606.5244274,Key.space,p
1717938606.5785508,Key.space,r
1717938607.2521482,'u',p
1717938607.3308659,'u',r
1717938607.3564887,'s',p
1717938607.472054,'s',r
1717938607.582654,'e',p
1717938607.7194374,'e',r
1717938607.848424,'r',p
1717938607.9228675,'r',r
1717938608.1344187,Key.space,p
1717938608.2221289,Key.space,r
1717938608.3664613,<98>,p
1717938608.4373941,<96>,p
1717938608.5533931,<98>,r
1717938608.5846431,<96>,r
